t,pitch,rms
0.0,-0.1880579705072158,-0.11635315564009614
1.0,-0.030138876338346037,0.046463988324751335
2.0,-0.04571761249282909,0.009272862059734419
3.0,-0.006549380942188709,0.19503491927931227
4.0,-0.03693710812714535,0.04253307304283108
5.0,0.018683423403652057,0.0392402108803134
6.0,0.08465983365703819,-0.07310311141905736
7.0,0.20405769134703527,-0.14308878652778909
