Scenario - Own_name
Logfile written - 09/28/2021 15:47:14

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

1	1	Response	1	11249	10867	2
1	2	Sound	std	17641	0	2339			0		other	0
1	3	Sound	std	26249	0	3			0		other	0
1	4	Sound	std	33889	0	3			0		other	0
1	5	Sound	std	39770	0	3			0		other	0
1	6	Sound	std	46989	0	2			0		other	0
1	7	Sound	std	54099	0	2			0		other	0
1	8	Sound	std	60509	0	3			0		other	0
1	9	Sound	std	66739	0	2			0		other	0
1	10	Sound	std	74399	0	3			0		other	0
1	11	Sound	std	80799	0	2			0		other	0
1	12	Sound	std	88099	0	3			0		other	0
1	13	Sound	std	94729	0	2			0		other	0
1	14	Sound	std	100639	0	3			0		other	0
1	15	Sound	deviant_rough	106370	0	2			0		other	0
1	15	Sound	0	118370	12000	3			12000		other	0
1	16	Sound	std	124709	0	3			0		other	0
1	17	Sound	deviant_rough	131699	0	2			0		other	0
1	17	Sound	0	143699	12000	3			12000		other	0
1	18	Sound	std	150719	0	2			0		other	0
1	19	Sound	std	156539	0	2			0		other	0
1	20	Sound	deviant_flat	162579	0	2			0		other	0
1	20	Sound	0	174579	12000	3			12000		other	0
1	21	Sound	std	180499	0	2			0		other	0
1	22	Sound	deviant_flat	187749	0	3			0		other	0
1	22	Sound	0	199749	12000	2			12000		other	0
1	23	Sound	std	207329	0	2			0		other	0
1	24	Sound	std	214359	0	3			0		other	0
1	25	Sound	std	222069	0	2			0		other	0
1	26	Sound	std	228678	0	3			0		other	0
1	27	Sound	std	235729	0	3			0		other	0
1	28	Sound	std	241838	0	2			0		other	0
1	29	Sound	std	247859	0	2			0		other	0
1	30	Sound	std	254530	0	2			0		other	0
1	31	Sound	std	261349	0	2			0		other	0
1	32	Sound	std	268328	0	3			0		other	0
1	33	Sound	std	275709	0	3			0		other	0
1	34	Sound	std	282749	0	3			0		other	0
1	35	Sound	deviant_rough	289199	0	2			0		other	0
1	35	Sound	0	301199	12000	2			12000		other	0
1	36	Sound	std	307429	0	3			0		other	0
1	37	Sound	std	314789	0	2			0		other	0
1	38	Sound	deviant_smile	321089	0	3			0		other	0
1	38	Sound	0	333089	12000	2			12000		other	0
1	39	Sound	std	339089	0	3			0		other	0
1	40	Sound	deviant_rough	346188	0	3			0		other	0
1	40	Sound	0	358188	12000	3			12000		other	0
1	41	Sound	std	364959	0	3			0		other	0
1	42	Sound	std	371869	0	3			0		other	0
1	43	Sound	std	379018	0	2			0		other	0
1	44	Sound	std	385989	0	3			0		other	0
1	45	Sound	std	392058	0	3			0		other	0
1	46	Sound	std	399758	0	2			0		other	0
1	47	Sound	std	406859	0	4			0		other	0
1	48	Sound	std	414080	0	3			0		other	0
1	49	Sound	std	419868	0	2			0		other	0
1	50	Sound	std	426188	0	3			0		other	0
1	51	Sound	std	432699	0	3			0		other	0
1	52	Sound	std	440408	0	2			0		other	0
1	53	Sound	deviant_rough	447989	0	2			0		other	0
1	53	Sound	0	459989	12000	3			12000		other	0
1	54	Sound	deviant_rough	465979	0	4			0		other	0
1	54	Sound	0	477979	12000	2			12000		other	0
1	55	Sound	std	485398	0	3			0		other	0
1	56	Sound	deviant_flat	492609	0	3			0		other	0
1	56	Sound	0	504609	12000	3			12000		other	0
1	57	Sound	std	511619	0	3			0		other	0
1	58	Sound	std	518719	0	3			0		other	0
1	59	Sound	std	526378	0	3			0		other	0
1	60	Sound	std	532449	0	2			0		other	0
1	61	Sound	std	538778	0	3			0		other	0
1	62	Sound	std	546048	0	3			0		other	0
1	63	Sound	deviant_flat	552589	0	2			0		other	0
1	63	Sound	0	564589	12000	2			12000		other	0
1	64	Sound	deviant_flat	572158	0	2			0		other	0
1	64	Sound	0	584158	12000	3			12000		other	0
1	65	Sound	std	590308	0	2			0		other	0
1	66	Sound	std	596729	0	3			0		other	0
1	67	Sound	std	604039	0	2			0		other	0
1	68	Sound	std	611599	0	2			0		other	0
1	69	Sound	std	617948	0	2			0		other	0
1	70	Sound	deviant_rough	624829	0	2			0		other	0
1	70	Sound	0	636829	12000	2			12000		other	0
