Scenario - Own_name
Logfile written - 10/25/2021 12:02:50

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
3	176	Sound	0	1753234	12000	3			12000		other	0
3	177	Sound	std	1759883	0	3			0		other	0
3	178	Sound	std	1766683	0	3			0		other	0
3	179	Sound	std	1773913	0	3			0		other	0
3	180	Sound	deviant_flat	1781462	0	3			0		other	0
3	180	Sound	0	1793462	12000	3			12000		other	0
3	181	Sound	std	1799313	0	3			0		other	0
3	182	Sound	deviant_rise	1806883	0	2			0		other	0
3	182	Sound	0	1818883	12000	2			12000		other	0
3	183	Sound	std	1824984	0	3			0		other	0
3	184	Sound	std	1831033	0	3			0		other	0
3	185	Sound	deviant_rise	1837143	0	3			0		other	0
3	185	Sound	0	1849143	12000	3			12000		other	0
3	186	Sound	deviant_fall	1856263	0	2			0		other	0
3	186	Sound	0	1868263	12000	3			12000		other	0
3	187	Sound	std	1875673	0	3			0		other	0
3	188	Sound	std	1881663	0	3			0		other	0
3	189	Sound	std	1888813	0	3			0		other	0
3	190	Sound	std	1896153	0	3			0		other	0
3	191	Sound	std	1903213	0	3			0		other	0
3	192	Sound	std	1910574	0	3			0		other	0
3	193	Sound	std	1917513	0	3			0		other	0
3	194	Sound	std	1925203	0	3			0		other	0
3	195	Sound	std	1932714	0	3			0		other	0
3	196	Sound	deviant_flat	1939343	0	3			0		other	0
3	196	Sound	0	1951343	12000	3			12000		other	0
3	197	Sound	deviant_rise	1958172	0	3			0		other	0
3	197	Sound	0	1970172	12000	3			12000		other	0
3	198	Sound	std	1976573	0	3			0		other	0
3	199	Sound	std	1982843	0	3			0		other	0
3	200	Sound	std	1988803	0	3			0		other	0
3	201	Sound	deviant_flat	1995933	0	3			0		other	0
3	201	Sound	0	2007933	12000	3			12000		other	0
3	202	Sound	std	2015443	0	3			0		other	0
3	203	Sound	std	2022202	0	3			0		other	0
3	204	Sound	std	2029152	0	3			0		other	0
3	205	Sound	deviant_fall	2036613	0	3			0		other	0
3	205	Sound	0	2048629	12016	3			12000		other	0
3	206	Sound	deviant_flat	2055273	0	3			0		other	0
3	206	Sound	0	2067273	12000	2			12000		other	0
3	207	Sound	std	2074113	0	3			0		other	0
3	208	Sound	deviant_fall	2081722	0	3			0		other	0
3	208	Sound	0	2093722	12000	2			12000		other	0
3	209	Sound	std	2101032	0	3			0		other	0
3	210	Sound	std	2108183	0	3			0		other	0
3	211	Sound	deviant_flat	2115733	0	7			0		other	0
3	211	Sound	0	2127733	12000	3			12000		other	0
3	212	Sound	std	2133793	0	3			0		other	0
3	213	Sound	std	2140003	0	3			0		other	0
3	214	Sound	std	2146063	0	2			0		other	0
3	215	Sound	std	2151862	0	2			0		other	0
3	216	Sound	deviant_rise	2157912	0	2			0		other	0
3	216	Sound	0	2169912	12000	3			12000		other	0
3	217	Sound	std	2177683	0	2			0		other	0
3	218	Sound	deviant_flat	2184823	0	3			0		other	0
3	218	Sound	0	2196823	12000	3			12000		other	0
3	219	Sound	std	2203613	0	3			0		other	0
3	220	Sound	deviant_rise	2211332	0	3			0		other	0
3	220	Sound	0	2223332	12000	2			12000		other	0
3	221	Sound	std	2229483	0	3			0		other	0
3	222	Sound	std	2237103	0	3			0		other	0
3	223	Sound	std	2243622	0	3			0		other	0
3	224	Sound	std	2251192	0	2			0		other	0
3	225	Sound	std	2257412	0	3			0		other	0
3	226	Sound	std	2264933	0	3			0		other	0
3	227	Sound	std	2270962	0	3			0		other	0
3	228	Sound	std	2278352	0	3			0		other	0
3	229	Sound	std	2284482	0	3			0		other	0
3	230	Sound	std	2291663	0	3			0		other	0
3	231	Sound	std	2298212	0	3			0		other	0
3	232	Sound	std	2304732	0	3			0		other	0
3	233	Sound	std	2311022	0	3			0		other	0
3	234	Sound	std	2317592	0	3			0		other	0
3	235	Sound	std	2324072	0	3			0		other	0
3	236	Sound	std	2331062	0	3			0		other	0
3	237	Sound	deviant_rise	2338202	0	3			0		other	0
3	237	Sound	0	2350202	12000	3			12000		other	0
3	238	Sound	std	2356722	0	2			0		other	0
3	239	Sound	std	2363402	0	2			0		other	0
3	240	Sound	std	2369332	0	3			0		other	0
3	241	Sound	deviant_rise	2376592	0	3			0		other	0
3	241	Sound	0	2388592	12000	2			12000		other	0
3	242	Sound	deviant_fall	2396171	0	2			0		other	0
3	242	Sound	0	2408171	12000	3			12000		other	0
3	243	Sound	std	2415191	0	3			0		other	0
3	244	Sound	deviant_fall	2421872	0	3			0		other	0
3	244	Sound	0	2433872	12000	2			12000		other	0
3	245	Sound	std	2440611	0	3			0		other	0
3	246	Sound	std	2446772	0	3			0		other	0
3	247	Sound	std	2453261	0	3			0		other	0
3	248	Sound	deviant_fall	2459371	0	2			0		other	0
3	248	Sound	0	2471371	12000	2			12000		other	0
3	249	Sound	std	2478251	0	2			0		other	0
3	250	Sound	deviant_rise	2484341	0	3			0		other	0
3	250	Sound	0	2496341	12000	11			12000		other	0
